collection,sms_txt_dirty,sms_txt_clean,collection_log
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,pleas give us connect today &lt;decimal&gt; refund bill,1
ham,Both :) i shoot big loads so get ready!,:) shoot big load get ready!,1
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.","what bruv, hope great break. reward semester.",1
ham,Home so we can always chat,home alway chat,1
ham,K:)k:)good:)study well.,k:)k:)good:)studi well.,1
ham,Yup... How Ã¼ noe leh...,yup... ã¼ noe leh...,1
ham,Sounds great! Are you home now?,sound great! home now?,1
ham,Finally the match heading towards draw as your prediction.,final match head toward draw prediction.,1
ham,Tired. I haven't slept well the past few nights.,tired. slept well past nights.,1
ham,Easy ah?sen got selected means its good..,easi ah?sen got select mean good..,1
ham,I have to take exam with march 3,take exam march 3,1
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah should. think use gt atm register. sure there anyway help let know. sure ready.,1
ham,Ok no prob. Take ur time.,ok prob. take ur time.,1
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,os call ubandu run without instal hard disk...you use os copi import file system give repair shop..,1
ham,"Sorry, I'll call later","sorry, i'll call later",1
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh... cours noth happen lar. say v romant jus bit lor. thk e nite sceneri nice leh.,1
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 new mobil 2004, must go! txt: nokia no: 89545 & collect today!from â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",0
ham,Would really appreciate if you call me. Just need someone to talk to.,would realli appreci call me. need someon talk to.,1
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","u meet ur dream partner soon? ur career 2 flyng start? 2 find free, txt horo follow ur star sign, e. g. horo ari",0
ham,Hey company elama po mudyadhu.,hey compani elama po mudyadhu.,1
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .","life strict teacher... bcoz teacher teach lesson &amp; conduct exam, life first conduct exam &amp; teach lessons. happi morning. . .",1
ham,Dear good morning now only i am up,dear good morn,1
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,get gandhipuram walk cross cut road. right side &lt;#&gt; street road turn first right.,1
ham,Dear we are going to our rubber place,dear go rubber place,1
ham,"Sorry battery died, yeah I'm here","sorri batteri died, yeah i'm",1
ham,Yes:)here tv is always available in work place..,yes:)her tv alway avail work place..,1
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text & meet someon sexi today. u find date even flirt u. join 4 10p. repli name & age eg sam 25. 18 -msg recd@thirtyeight penc,0
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,print oh. &lt;#&gt; come upstair,1
ham,Or ill be a little closer like at the bus stop on the same street,ill littl closer like bus stop street,1
ham,Where are you?when wil you reach here?,you?when wil reach here?,1
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","new theory: argument win situation, lose person. dont argu ur friend just.. . . . kick &amp; say, i'm alway correct.!",1
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u 447801259231 secret admir look 2 make contact u-find r*reveal think ur special-cal 09058094597,0
ham,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hear laptop case cant.,1
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeee tel v avent done sportsx,1
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.","okay. no, shine on. meant signing, sound better.",1
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...","although told u dat i'm baig face watch realli like e watch u gave cos fr u. thanx 4 everyth dat u'v done today, i'm touched...",1
ham,U don't remember that old commercial?,u rememb old commercial?,1
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,late. said website. dont slipper,1
ham,I asked you to call him now ok,ask call ok,1
ham,Kallis wont bat in 2nd innings.,kalli wont bat 2nd innings.,1
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,didnt work oh. ok goodnight then. i.ll fix readi time wake up. dear miss good night sleep.,1
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratul ur award 500 cd voucher 125gift guarante & free entri 2 100 wkli draw txt music 87066 tncs www.ldew.com1win150ppmx3age16,0
ham,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold,1
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","wen ur lovabl bcum angri wid u, dnt take seriously.. coz angri childish n true way show deep affection, care n luv!.. kettoda manda... nice day da.",1
ham,What you doing?how are you?,doing?how you?,1
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.","up 3day also, ship compani take 2wks. way usp take week get lag may bribe nipost get stuff.",1
ham,"I'm back, lemme know when you're ready","i'm back, lemm know readi",1
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,necessarili expect done get back though i'm headin,1
ham,Mmm so yummy babe ... Nice jolt to the suzy,mmm yummi babe ... nice jolt suzi,1
ham,Where are you lover ? I need you ...,lover ? need ...,1
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tri contact repli offer video handset? 750 anytim network mins? unlimit text? camcorder? repli call 08000930705,0
ham,Iâm parked next to a MINI!!!! When are you coming in today do you think?,iâm park next mini!!!! come today think?,1
ham,Yup,yup,1
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway i'm go shop now. cos sis done yet. dun disturb u liao.,1
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,no. luton 0125698789 ring ur around! h*,1
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey realli horni want chat see nake text hot 69698 text charg 150pm unsubscrib text stop 69698,0
ham,Why you Dint come with us.,dint come us.,1
ham,Same. Wana plan a trip sometme then,same. wana plan trip sometm,1
ham,"Not sure yet, still trying to get a hold of him","sure yet, still tri get hold",1
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur rington servic changed! 25 free credits! go club4mobiles.com choos content now! stop? txt club stop 87070. 150p/wk club4 po box1146 mk45 2wt,0
ham,The evo. I just had to download flash. Jealous?,evo. download flash. jealous?,1
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,rington club: get uk singl chart mobil week choos top qualiti ringtone! messag free charge.,0
ham,"Come to mu, we're sorting out our narcotics situation","come mu, we'r sort narcot situat",1
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.","night end anoth day, morn come special way. may smile like sunni ray leav worri blue blue bay.",1
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special 500 pound genuin hmv voucher won. answer 4 easi questions. play now! send hmv 86688 info:www.100percent-real.com,0
ham,"Usf I guess, might as well take 1 car","usf guess, might well take 1 car",1
ham,No objection. My bf not coming.,objection. bf coming.,1
ham,Thanx...,thanx...,1
ham,Tell rob to mack his gf in the theater,tell rob mack gf theater,1
ham,"Awesome, I'll see you in a bit","awesome, i'll see bit",1
ham,Just sent it. So what type of food do you like?,sent it. type food like?,1
ham,All done? All handed in? Celebrations in full swing yet?,done? hand in? celebr full swing yet?,1
ham,You got called a tool?,got call tool?,1
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..","wen u miss someone, person definit special u..... person special, miss them, keep-in-touch gdeve..",1
ham,Ok. I asked for money how far,ok. ask money far,1
ham,Okie...,okie...,1
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down","yeah think usual guy still pass last night, get ahold anybodi let know i'll throw",1
ham,"K, I might come by tonight then if my class lets out early","k, might come tonight class let earli",1
ham,Ok..,ok..,1
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi babi im cruisin girl friend r u 2? give call hour home that alright fone fone love jenni xxx,1
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..","life mean lot me, love life, love peopl life, world call friends, call world:-).. ge:-)..",1
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.","dear,shal mail tonite.busi street,shal updat tonite.th look ok.varunnathu edukkukaye raksha ollu.but good one real sense.",1
ham,Hey you told your name to gautham ah?,hey told name gautham ah?,1
ham,Haf u found him? I feel so stupid da v cam was working.,haf u found him? feel stupid da v cam working.,1
ham,Oops. 4 got that bit.,oops. 4 got bit.,1
ham,Are you this much buzy,much buzi,1
ham,I accidentally deleted the message. Resend please.,accident delet message. resend please.,1
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,t-mobil custom may claim free camera phone upgrad & pay & go sim card loyalty. call 0845 021 3680.offer end 28thfeb.t&c appli,0
ham,Unless it's a situation where YOU GO GURL would be more appropriate,unless situat go gurl would appropri,1
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt me... teas me... make cry... end life die plz keep one rose grave say stupid miss u.. nice day bslvyl,1
ham,I cant pick the phone right now. Pls send a message,cant pick phone right now. pls send messag,1
ham,Need a coffee run tomo?Can't believe it's that time of week already,need coffe run tomo?can't believ time week alreadi,1
